Year,name,value,reactor
2003,Annual Time Online (Hours),6566,PICKERING-6
2003,Electricity Supplied (GWh),3267.37,PICKERING-6
2004,Reference Unit Power (MWe),516,PICKERING-6
2004,Annual Time Online (Hours),5597,PICKERING-6
2004,Electricity Supplied (GWh),2780.8,PICKERING-6
2005,Reference Unit Power (MWe),516,PICKERING-6
2005,Annual Time Online (Hours),5596,PICKERING-6
2005,Electricity Supplied (GWh),2850.13,PICKERING-6
2006,Reference Unit Power (MWe),516,PICKERING-6
2006,Annual Time Online (Hours),7635,PICKERING-6
2006,Electricity Supplied (GWh),3899.46,PICKERING-6
2007,Reference Unit Power (MWe),516,PICKERING-6
2007,Annual Time Online (Hours),6588,PICKERING-6
2007,Electricity Supplied (GWh),3216.52,PICKERING-6
2008,Reference Unit Power (MWe),516,PICKERING-6
2008,Annual Time Online (Hours),8521,PICKERING-6
2008,Electricity Supplied (GWh),4323.78,PICKERING-6
2009,Reference Unit Power (MWe),516,PICKERING-6
2009,Annual Time Online (Hours),7051,PICKERING-6
2009,Electricity Supplied (GWh),3493.23,PICKERING-6
2010,Reference Unit Power (MWe),516,PICKERING-6
2010,Annual Time Online (Hours),7659,PICKERING-6
2010,Electricity Supplied (GWh),3865.26,PICKERING-6
2011,Reference Unit Power (MWe),516,PICKERING-6
2011,Annual Time Online (Hours),6334,PICKERING-6
2011,Electricity Supplied (GWh),3195.82,PICKERING-6
2012,Reference Unit Power (MWe),516,PICKERING-6
2012,Annual Time Online (Hours),8550,PICKERING-6
2012,Electricity Supplied (GWh),4333.57,PICKERING-6
2013,Reference Unit Power (MWe),516,PICKERING-6
2013,Annual Time Online (Hours),6047,PICKERING-6
2013,Electricity Supplied (GWh),3027.43,PICKERING-6
2014,Reference Unit Power (MWe),516,PICKERING-6
2014,Annual Time Online (Hours),8397,PICKERING-6
2014,Electricity Supplied (GWh),3979.3,PICKERING-6
2015,Reference Unit Power (MWe),516,PICKERING-6
2015,Annual Time Online (Hours),6064,PICKERING-6
2015,Electricity Supplied (GWh),3037.96,PICKERING-6
2016,Reference Unit Power (MWe),516,PICKERING-6
2016,Annual Time Online (Hours),8259,PICKERING-6
2016,Electricity Supplied (GWh),3995.28,PICKERING-6
2017,Reference Unit Power (MWe),516,PICKERING-6
2017,Annual Time Online (Hours),8686,PICKERING-6
2017,Electricity Supplied (GWh),4434.18,PICKERING-6
2018,Reference Unit Power (MWe),516,PICKERING-6
2018,Annual Time Online (Hours),5392,PICKERING-6
2018,Electricity Supplied (GWh),2652.58,PICKERING-6
2019,Reference Unit Power (MWe),516,PICKERING-6
2019,Annual Time Online (Hours),8681,PICKERING-6
2019,Electricity Supplied (GWh),4461.28,PICKERING-6
2020,Reference Unit Power (MWe),516,PICKERING-6
2020,Annual Time Online (Hours),5918,PICKERING-6
2020,Electricity Supplied (GWh),3027.01,PICKERING-6
2021,Reference Unit Power (MWe),516,PICKERING-6
2021,Annual Time Online (Hours),8455,PICKERING-6
2021,Electricity Supplied (GWh),4206.84,PICKERING-6
2022,Reference Unit Power (MWe),516,PICKERING-6
2022,Annual Time Online (Hours),7845,PICKERING-6
2022,Electricity Supplied (GWh),4022.03,PICKERING-6
2023,Reference Unit Power (MWe),516,PICKERING-6
2023,Annual Time Online (Hours),5826,PICKERING-6
2023,Electricity Supplied (GWh),2930.52,PICKERING-6
1984,Reference Unit Power (MWe),516,PICKERING-7
1984,Annual Time Online (Hours),861,PICKERING-7
1984,Electricity Supplied (GWh),312.7,PICKERING-7
1985,Reference Unit Power (MWe),516,PICKERING-7
1985,Annual Time Online (Hours),8277,PICKERING-7
1985,Electricity Supplied (GWh),4093.95,PICKERING-7
1986,Reference Unit Power (MWe),516,PICKERING-7
1986,Annual Time Online (Hours),7002,PICKERING-7
1986,Electricity Supplied (GWh),3373.3,PICKERING-7
1987,Reference Unit Power (MWe),516,PICKERING-7
1987,Annual Time Online (Hours),8642,PICKERING-7
1987,Electricity Supplied (GWh),4339.89,PICKERING-7
1988,Reference Unit Power (MWe),516,PICKERING-7
1988,Annual Time Online (Hours),8519,PICKERING-7
1988,Electricity Supplied (GWh),4340.42,PICKERING-7
1989,Reference Unit Power (MWe),516,PICKERING-7
1989,Annual Time Online (Hours),6939,PICKERING-7
1989,Electricity Supplied (GWh),3408.69,PICKERING-7
1990,Reference Unit Power (MWe),516,PICKERING-7
1990,Annual Time Online (Hours),7420,PICKERING-7
1990,Electricity Supplied (GWh),3500.8,PICKERING-7
1991,Reference Unit Power (MWe),516,PICKERING-7
1991,Annual Time Online (Hours),8436,PICKERING-7
1991,Electricity Supplied (GWh),4258.77,PICKERING-7
1992,Reference Unit Power (MWe),516,PICKERING-7
1992,Annual Time Online (Hours),7349,PICKERING-7
1992,Electricity Supplied (GWh),3727.45,PICKERING-7
1993,Reference Unit Power (MWe),516,PICKERING-7
1993,Annual Time Online (Hours),8760,PICKERING-7
1993,Electricity Supplied (GWh),4415.95,PICKERING-7
1994,Reference Unit Power (MWe),516,PICKERING-7
1994,Annual Time Online (Hours),7386,PICKERING-7
1994,Electricity Supplied (GWh),3709.91,PICKERING-7
1995,Reference Unit Power (MWe),516,PICKERING-7
1995,Annual Time Online (Hours),8140,PICKERING-7
1995,Electricity Supplied (GWh),4056.79,PICKERING-7
1996,Reference Unit Power (MWe),516,PICKERING-7
1996,Annual Time Online (Hours),4416,PICKERING-7
1996,Electricity Supplied (GWh),2050.69,PICKERING-7
1997,Reference Unit Power (MWe),516,PICKERING-7
1997,Annual Time Online (Hours),6208,PICKERING-7
1997,Electricity Supplied (GWh),2936.16,PICKERING-7
1998,Reference Unit Power (MWe),516,PICKERING-7
1998,Annual Time Online (Hours),6495,PICKERING-7
1998,Electricity Supplied (GWh),3084.73,PICKERING-7
1999,Reference Unit Power (MWe),516,PICKERING-7
1999,Annual Time Online (Hours),8751,PICKERING-7
1999,Electricity Supplied (GWh),4433.82,PICKERING-7
2000,Reference Unit Power (MWe),516,PICKERING-7
2000,Annual Time Online (Hours),4445,PICKERING-7
2000,Electricity Supplied (GWh),2099,PICKERING-7
2001,Reference Unit Power (MWe),516,PICKERING-7
2001,Annual Time Online (Hours),7968,PICKERING-7
2001,Electricity Supplied (GWh),4020.78,PICKERING-7
2002,Reference Unit Power (MWe),516,PICKERING-7
2002,Annual Time Online (Hours),8538,PICKERING-7
2002,Electricity Supplied (GWh),4246.89,PICKERING-7
2003,Reference Unit Power (MWe),516,PICKERING-7
2003,Annual Time Online (Hours),3811,PICKERING-7
2003,Electricity Supplied (GWh),1790.66,PICKERING-7
2004,Reference Unit Power (MWe),516,PICKERING-7
2004,Annual Time Online (Hours),6127,PICKERING-7
2004,Electricity Supplied (GWh),3116.06,PICKERING-7
2005,Reference Unit Power (MWe),516,PICKERING-7
2005,Annual Time Online (Hours),8658,PICKERING-7
2005,Electricity Supplied (GWh),4390.76,PICKERING-7
2006,Reference Unit Power (MWe),516,PICKERING-7
2006,Annual Time Online (Hours),5311,PICKERING-7
2006,Electricity Supplied (GWh),2652.57,PICKERING-7
2007,Reference Unit Power (MWe),516,PICKERING-7
2007,Annual Time Online (Hours),7540,PICKERING-7
2007,Electricity Supplied (GWh),3667.91,PICKERING-7
2008,Reference Unit Power (MWe),516,PICKERING-7
2008,Annual Time Online (Hours),3084,PICKERING-7
2008,Electricity Supplied (GWh),1530.27,PICKERING-7
2009,Reference Unit Power (MWe),516,PICKERING-7
2009,Annual Time Online (Hours),8492,PICKERING-7
2009,Electricity Supplied (GWh),4229.46,PICKERING-7
2010,Reference Unit Power (MWe),516,PICKERING-7
2010,Annual Time Online (Hours),5895,PICKERING-7
2010,Electricity Supplied (GWh),2920.66,PICKERING-7
2011,Reference Unit Power (MWe),516,PICKERING-7
2011,Annual Time Online (Hours),8673,PICKERING-7
2011,Electricity Supplied (GWh),4337.7,PICKERING-7
2012,Reference Unit Power (MWe),516,PICKERING-7
2012,Annual Time Online (Hours),5965,PICKERING-7
2012,Electricity Supplied (GWh),2920.02,PICKERING-7
2013,Reference Unit Power (MWe),516,PICKERING-7
2013,Annual Time Online (Hours),8760,PICKERING-7
2013,Electricity Supplied (GWh),4264.55,PICKERING-7
2014,Reference Unit Power (MWe),516,PICKERING-7
2014,Annual Time Online (Hours),5489,PICKERING-7
2014,Electricity Supplied (GWh),2783.08,PICKERING-7
2015,Reference Unit Power (MWe),516,PICKERING-7
2015,Annual Time Online (Hours),8336,PICKERING-7
2015,Electricity Supplied (GWh),4171.04,PICKERING-7
2016,Reference Unit Power (MWe),516,PICKERING-7
2016,Annual Time Online (Hours),5574,PICKERING-7
2016,Electricity Supplied (GWh),2803.59,PICKERING-7
2017,Reference Unit Power (MWe),516,PICKERING-7
2017,Annual Time Online (Hours),7512,PICKERING-7
2017,Electricity Supplied (GWh),3751.37,PICKERING-7
2018,Reference Unit Power (MWe),516,PICKERING-7
2018,Annual Time Online (Hours),8687,PICKERING-7
2018,Electricity Supplied (GWh),4377.16,PICKERING-7
2019,Reference Unit Power (MWe),516,PICKERING-7
2019,Annual Time Online (Hours),6131,PICKERING-7
2019,Electricity Supplied (GWh),3132.65,PICKERING-7
2020,Reference Unit Power (MWe),516,PICKERING-7
2020,Annual Time Online (Hours),8321,PICKERING-7
2020,Electricity Supplied (GWh),4316.41,PICKERING-7
2021,Reference Unit Power (MWe),516,PICKERING-7
2021,Annual Time Online (Hours),5532,PICKERING-7
2021,Electricity Supplied (GWh),2840.99,PICKERING-7
2022,Reference Unit Power (MWe),516,PICKERING-7
2022,Annual Time Online (Hours),7970,PICKERING-7
2022,Electricity Supplied (GWh),4161.58,PICKERING-7
2023,Reference Unit Power (MWe),516,PICKERING-7
2023,Annual Time Online (Hours),8340,PICKERING-7
2023,Electricity Supplied (GWh),4324.26,PICKERING-7
1986,Reference Unit Power (MWe),516,PICKERING-8
1986,Annual Time Online (Hours),8086,PICKERING-8
1986,Electricity Supplied (GWh),3792.31,PICKERING-8
1987,Reference Unit Power (MWe),516,PICKERING-8
1987,Annual Time Online (Hours),7585,PICKERING-8
1987,Electricity Supplied (GWh),3759.36,PICKERING-8
1988,Reference Unit Power (MWe),516,PICKERING-8
1988,Annual Time Online (Hours),7296,PICKERING-8
1988,Electricity Supplied (GWh),3710.38,PICKERING-8
1989,Reference Unit Power (MWe),516,PICKERING-8
1989,Annual Time Online (Hours),8569,PICKERING-8
1989,Electricity Supplied (GWh),4295.19,PICKERING-8
1990,Reference Unit Power (MWe),516,PICKERING-8
1990,Annual Time Online (Hours),6743,PICKERING-8
1990,Electricity Supplied (GWh),3014.65,PICKERING-8
1991,Reference Unit Power (MWe),516,PICKERING-8
1991,Annual Time Online (Hours),8759,PICKERING-8
1991,Electricity Supplied (GWh),4484.97,PICKERING-8
1992,Reference Unit Power (MWe),516,PICKERING-8
1992,Annual Time Online (Hours),8280,PICKERING-8
1992,Electricity Supplied (GWh),4211.99,PICKERING-8
1993,Reference Unit Power (MWe),516,PICKERING-8
1993,Annual Time Online (Hours),7233,PICKERING-8
1993,Electricity Supplied (GWh),3670.54,PICKERING-8
1994,Reference Unit Power (MWe),516,PICKERING-8
1994,Annual Time Online (Hours),8579,PICKERING-8
1994,Electricity Supplied (GWh),4341.88,PICKERING-8
1995,Reference Unit Power (MWe),516,PICKERING-8
1995,Annual Time Online (Hours),8066,PICKERING-8
1995,Electricity Supplied (GWh),4012.08,PICKERING-8
1996,Reference Unit Power (MWe),516,PICKERING-8
1996,Annual Time Online (Hours),2597,PICKERING-8
1996,Electricity Supplied (GWh),1300.26,PICKERING-8
1997,Reference Unit Power (MWe),516,PICKERING-8
1997,Annual Time Online (Hours),995,PICKERING-8
1997,Electricity Supplied (GWh),360.81,PICKERING-8
1998,Reference Unit Power (MWe),516,PICKERING-8
1998,Annual Time Online (Hours),7009,PICKERING-8
1998,Electricity Supplied (GWh),3493.62,PICKERING-8
1999,Reference Unit Power (MWe),516,PICKERING-8
1999,Annual Time Online (Hours),7077,PICKERING-8
1999,Electricity Supplied (GWh),3509.06,PICKERING-8
2000,Reference Unit Power (MWe),516,PICKERING-8
2000,Annual Time Online (Hours),5508,PICKERING-8
2000,Electricity Supplied (GWh),2711.21,PICKERING-8
2001,Reference Unit Power (MWe),516,PICKERING-8
2001,Annual Time Online (Hours),6999,PICKERING-8
2001,Electricity Supplied (GWh),3502.19,PICKERING-8
2002,Reference Unit Power (MWe),516,PICKERING-8
2002,Annual Time Online (Hours),7244,PICKERING-8
2002,Electricity Supplied (GWh),3605.36,PICKERING-8
2003,Reference Unit Power (MWe),516,PICKERING-8
2003,Annual Time Online (Hours),8026,PICKERING-8
2003,Electricity Supplied (GWh),3921.29,PICKERING-8
2004,Reference Unit Power (MWe),516,PICKERING-8
2004,Annual Time Online (Hours),5182,PICKERING-8
2004,Electricity Supplied (GWh),2489.46,PICKERING-8
2005,Reference Unit Power (MWe),516,PICKERING-8
2005,Annual Time Online (Hours),8431,PICKERING-8
2005,Electricity Supplied (GWh),4195.24,PICKERING-8
2006,Reference Unit Power (MWe),516,PICKERING-8
2006,Annual Time Online (Hours),5853,PICKERING-8
2006,Electricity Supplied (GWh),2908.54,PICKERING-8
2007,Reference Unit Power (MWe),516,PICKERING-8
2007,Annual Time Online (Hours),8015,PICKERING-8
2007,Electricity Supplied (GWh),3843.21,PICKERING-8
2008,Reference Unit Power (MWe),516,PICKERING-8
2008,Annual Time Online (Hours),6116,PICKERING-8
2008,Electricity Supplied (GWh),2918.75,PICKERING-8
2009,Reference Unit Power (MWe),516,PICKERING-8
2009,Annual Time Online (Hours),8520,PICKERING-8
2009,Electricity Supplied (GWh),4115.23,PICKERING-8
2010,Reference Unit Power (MWe),516,PICKERING-8
2010,Annual Time Online (Hours),6427,PICKERING-8
2010,Electricity Supplied (GWh),3081.07,PICKERING-8
2011,Reference Unit Power (MWe),516,PICKERING-8
2011,Annual Time Online (Hours),8345,PICKERING-8
2011,Electricity Supplied (GWh),4051.72,PICKERING-8
2012,Reference Unit Power (MWe),516,PICKERING-8
2012,Annual Time Online (Hours),5967,PICKERING-8
2012,Electricity Supplied (GWh),2936.38,PICKERING-8
2013,Reference Unit Power (MWe),516,PICKERING-8
2013,Annual Time Online (Hours),7979,PICKERING-8
2013,Electricity Supplied (GWh),3879.06,PICKERING-8
2014,Reference Unit Power (MWe),516,PICKERING-8
2014,Annual Time Online (Hours),5223,PICKERING-8
2014,Electricity Supplied (GWh),2411.29,PICKERING-8
2015,Reference Unit Power (MWe),516,PICKERING-8
2015,Annual Time Online (Hours),8440,PICKERING-8
2015,Electricity Supplied (GWh),4289.3,PICKERING-8
2016,Reference Unit Power (MWe),516,PICKERING-8
2016,Annual Time Online (Hours),4367,PICKERING-8
2016,Electricity Supplied (GWh),2197.88,PICKERING-8
2017,Reference Unit Power (MWe),516,PICKERING-8
2017,Annual Time Online (Hours),7787,PICKERING-8
2017,Electricity Supplied (GWh),3870.8,PICKERING-8
2018,Reference Unit Power (MWe),516,PICKERING-8
2018,Annual Time Online (Hours),5427,PICKERING-8
2018,Electricity Supplied (GWh),2626.93,PICKERING-8
2019,Reference Unit Power (MWe),516,PICKERING-8
2019,Annual Time Online (Hours),8571,PICKERING-8
2019,Electricity Supplied (GWh),4363.55,PICKERING-8
2020,Reference Unit Power (MWe),516,PICKERING-8
2020,Annual Time Online (Hours),8022,PICKERING-8
2020,Electricity Supplied (GWh),4070.63,PICKERING-8
2021,Reference Unit Power (MWe),516,PICKERING-8
2021,Annual Time Online (Hours),4932,PICKERING-8
2021,Electricity Supplied (GWh),2459.85,PICKERING-8
2022,Reference Unit Power (MWe),516,PICKERING-8
2022,Annual Time Online (Hours),7789,PICKERING-8
2022,Electricity Supplied (GWh),3941.06,PICKERING-8
2023,Reference Unit Power (MWe),516,PICKERING-8
2023,Annual Time Online (Hours),5280,PICKERING-8
2023,Electricity Supplied (GWh),2630.89,PICKERING-8
1971,Reference Unit Power (MWe),514,PICKERING-1
1971,Annual Time Online (Hours),4829,PICKERING-1
1971,Electricity Supplied (GWh),2302.3,PICKERING-1
1972,Reference Unit Power (MWe),514,PICKERING-1
1972,Annual Time Online (Hours),4117,PICKERING-1
1972,Electricity Supplied (GWh),2207.9,PICKERING-1
1973,Reference Unit Power (MWe),514,PICKERING-1
1973,Annual Time Online (Hours),8523,PICKERING-1
1973,Electricity Supplied (GWh),4222.4,PICKERING-1
1974,Reference Unit Power (MWe),514,PICKERING-1
1974,Annual Time Online (Hours),6979,PICKERING-1
1974,Electricity Supplied (GWh),3232,PICKERING-1
1975,Reference Unit Power (MWe),512,PICKERING-1
1975,Annual Time Online (Hours),7234,PICKERING-1
1975,Electricity Supplied (GWh),3592.8,PICKERING-1
1976,Reference Unit Power (MWe),514,PICKERING-1
1976,Annual Time Online (Hours),8136,PICKERING-1
1976,Electricity Supplied (GWh),4169.7,PICKERING-1
1977,Reference Unit Power (MWe),514,PICKERING-1
1977,Annual Time Online (Hours),7545,PICKERING-1
1977,Electricity Supplied (GWh),3852.8,PICKERING-1
1978,Reference Unit Power (MWe),515,PICKERING-1
1978,Annual Time Online (Hours),8359,PICKERING-1
1978,Electricity Supplied (GWh),4273.7,PICKERING-1
1979,Reference Unit Power (MWe),515,PICKERING-1
1979,Annual Time Online (Hours),7554,PICKERING-1
1979,Electricity Supplied (GWh),3781.4,PICKERING-1
1980,Reference Unit Power (MWe),515,PICKERING-1
1980,Annual Time Online (Hours),6640,PICKERING-1
1980,Electricity Supplied (GWh),3356.9,PICKERING-1
1981,Reference Unit Power (MWe),515,PICKERING-1
1981,Annual Time Online (Hours),7795,PICKERING-1
1981,Electricity Supplied (GWh),3947.7,PICKERING-1
1982,Reference Unit Power (MWe),515,PICKERING-1
1982,Annual Time Online (Hours),6915,PICKERING-1
1982,Electricity Supplied (GWh),3499.3,PICKERING-1
1983,Reference Unit Power (MWe),515,PICKERING-1
1983,Annual Time Online (Hours),6101,PICKERING-1
1983,Electricity Supplied (GWh),3070.8,PICKERING-1
1984,Reference Unit Power (MWe),515,PICKERING-1
1984,Annual Time Online (Hours),0,PICKERING-1
1984,Electricity Supplied (GWh),0,PICKERING-1
1985,Reference Unit Power (MWe),515,PICKERING-1
1985,Annual Time Online (Hours),0,PICKERING-1
1985,Electricity Supplied (GWh),0,PICKERING-1
1986,Reference Unit Power (MWe),515,PICKERING-1
1986,Annual Time Online (Hours),0,PICKERING-1
1986,Electricity Supplied (GWh),0,PICKERING-1
1987,Reference Unit Power (MWe),515,PICKERING-1
1987,Annual Time Online (Hours),1981,PICKERING-1
1987,Electricity Supplied (GWh),832.79,PICKERING-1
1988,Reference Unit Power (MWe),515,PICKERING-1
1988,Annual Time Online (Hours),8224,PICKERING-1
1988,Electricity Supplied (GWh),3986.48,PICKERING-1
1989,Reference Unit Power (MWe),515,PICKERING-1
1989,Annual Time Online (Hours),6943,PICKERING-1
1989,Electricity Supplied (GWh),3222.13,PICKERING-1
1990,Reference Unit Power (MWe),515,PICKERING-1
1990,Annual Time Online (Hours),7435,PICKERING-1
1990,Electricity Supplied (GWh),3041.75,PICKERING-1
1991,Reference Unit Power (MWe),515,PICKERING-1
1991,Annual Time Online (Hours),6525,PICKERING-1
1991,Electricity Supplied (GWh),3051.08,PICKERING-1
1992,Reference Unit Power (MWe),515,PICKERING-1
1992,Annual Time Online (Hours),5798,PICKERING-1
1992,Electricity Supplied (GWh),2919.96,PICKERING-1
1993,Reference Unit Power (MWe),515,PICKERING-1
1993,Annual Time Online (Hours),6908,PICKERING-1
1993,Electricity Supplied (GWh),3451.16,PICKERING-1
1994,Reference Unit Power (MWe),515,PICKERING-1
1994,Annual Time Online (Hours),1835,PICKERING-1
1994,Electricity Supplied (GWh),897.64,PICKERING-1
1995,Reference Unit Power (MWe),515,PICKERING-1
1995,Annual Time Online (Hours),4234,PICKERING-1
1995,Electricity Supplied (GWh),2013.23,PICKERING-1
1996,Reference Unit Power (MWe),515,PICKERING-1
1996,Annual Time Online (Hours),6202,PICKERING-1
1996,Electricity Supplied (GWh),3011.76,PICKERING-1
1997,Reference Unit Power (MWe),515,PICKERING-1
1997,Annual Time Online (Hours),8205,PICKERING-1
1997,Electricity Supplied (GWh),3950.8,PICKERING-1
1998,Reference Unit Power (MWe),NA,PICKERING-1
1998,Annual Time Online (Hours),NA,PICKERING-1
1998,Electricity Supplied (GWh),NA,PICKERING-1
1999,Reference Unit Power (MWe),NA,PICKERING-1
1999,Annual Time Online (Hours),NA,PICKERING-1
1999,Electricity Supplied (GWh),NA,PICKERING-1
2000,Reference Unit Power (MWe),NA,PICKERING-1
2000,Annual Time Online (Hours),NA,PICKERING-1
2000,Electricity Supplied (GWh),NA,PICKERING-1
2001,Reference Unit Power (MWe),NA,PICKERING-1
2001,Annual Time Online (Hours),NA,PICKERING-1
2001,Electricity Supplied (GWh),NA,PICKERING-1
2002,Reference Unit Power (MWe),NA,PICKERING-1
2002,Annual Time Online (Hours),NA,PICKERING-1
2002,Electricity Supplied (GWh),NA,PICKERING-1
2003,Reference Unit Power (MWe),NA,PICKERING-1
2003,Annual Time Online (Hours),NA,PICKERING-1
2003,Electricity Supplied (GWh),NA,PICKERING-1
2004,Reference Unit Power (MWe),NA,PICKERING-1
2004,Annual Time Online (Hours),NA,PICKERING-1
2004,Electricity Supplied (GWh),NA,PICKERING-1
2005,Reference Unit Power (MWe),515,PICKERING-1
2005,Annual Time Online (Hours),1230,PICKERING-1
2005,Electricity Supplied (GWh),584.96,PICKERING-1
2006,Reference Unit Power (MWe),515,PICKERING-1
2006,Annual Time Online (Hours),7260,PICKERING-1
2006,Electricity Supplied (GWh),3470.49,PICKERING-1
2007,Reference Unit Power (MWe),515,PICKERING-1
2007,Annual Time Online (Hours),3447,PICKERING-1
2007,Electricity Supplied (GWh),1750.26,PICKERING-1
2008,Reference Unit Power (MWe),515,PICKERING-1
2008,Annual Time Online (Hours),6221,PICKERING-1
2008,Electricity Supplied (GWh),2792.1,PICKERING-1
2009,Reference Unit Power (MWe),515,PICKERING-1
2009,Annual Time Online (Hours),8436,PICKERING-1
2009,Electricity Supplied (GWh),4108.77,PICKERING-1
2010,Reference Unit Power (MWe),515,PICKERING-1
